,daterep,day,month,year,cases,deaths,countries_and_territories,geoid
1283,24/02/2020,24,2,2020,218,150,China,CN
1284,23/02/2020,23,2,2020,647,98,China,CN
1285,22/02/2020,22,2,2020,826,109,China,CN
1286,21/02/2020,21,2,2020,891,118,China,CN
1287,20/02/2020,20,2,2020,394,112,China,CN
1288,19/02/2020,19,2,2020,1750,139,China,CN
1289,18/02/2020,18,2,2020,1890,98,China,CN
1290,17/02/2020,17,2,2020,2052,105,China,CN
1291,16/02/2020,16,2,2020,2007,142,China,CN
1292,15/02/2020,15,2,2020,2538,143,China,CN
1293,14/02/2020,14,2,2020,4156,13,China,CN
1294,13/02/2020,13,2,2020,15141,254,China,CN
1295,12/02/2020,12,2,2020,2028,97,China,CN
1296,11/02/2020,11,2,2020,2490,108,China,CN
1297,10/02/2020,10,2,2020,2974,97,China,CN
1298,09/02/2020,9,2,2020,2607,89,China,CN
1299,08/02/2020,8,2,2020,3418,86,China,CN
1300,07/02/2020,7,2,2020,3160,73,China,CN
1301,06/02/2020,6,2,2020,3727,72,China,CN
1302,05/02/2020,5,2,2020,3872,66,China,CN
1303,04/02/2020,4,2,2020,3237,65,China,CN
1304,03/02/2020,3,2,2020,2812,57,China,CN
1305,02/02/2020,2,2,2020,2590,45,China,CN
1306,01/02/2020,1,2,2020,2095,46,China,CN
1307,31/01/2020,31,1,2020,1980,43,China,CN
1308,30/01/2020,30,1,2020,1740,38,China,CN
1309,29/01/2020,29,1,2020,1466,26,China,CN
1310,28/01/2020,28,1,2020,1753,25,China,CN
1311,27/01/2020,27,1,2020,787,25,China,CN
1312,26/01/2020,26,1,2020,665,15,China,CN
1313,25/01/2020,25,1,2020,441,15,China,CN
1314,24/01/2020,24,1,2020,259,9,China,CN
1315,23/01/2020,23,1,2020,97,0,China,CN
1316,22/01/2020,22,1,2020,140,11,China,CN
1317,21/01/2020,21,1,2020,151,3,China,CN
1318,20/01/2020,20,1,2020,19,0,China,CN
1319,19/01/2020,19,1,2020,136,1,China,CN
1320,18/01/2020,18,1,2020,17,0,China,CN
1321,17/01/2020,17,1,2020,4,0,China,CN
1322,16/01/2020,16,1,2020,0,0,China,CN
1323,15/01/2020,15,1,2020,0,1,China,CN
1324,14/01/2020,14,1,2020,0,0,China,CN
1325,13/01/2020,13,1,2020,0,0,China,CN
1326,12/01/2020,12,1,2020,0,0,China,CN
1327,11/01/2020,11,1,2020,0,1,China,CN
1328,10/01/2020,10,1,2020,0,0,China,CN
1329,09/01/2020,9,1,2020,0,0,China,CN
1330,08/01/2020,8,1,2020,0,0,China,CN
1331,07/01/2020,7,1,2020,0,0,China,CN
1332,06/01/2020,6,1,2020,0,0,China,CN
1333,05/01/2020,5,1,2020,15,0,China,CN
1334,04/01/2020,4,1,2020,0,0,China,CN
1335,03/01/2020,3,1,2020,17,0,China,CN
1336,02/01/2020,2,1,2020,0,0,China,CN
1337,01/01/2020,1,1,2020,0,0,China,CN
1338,31/12/2019,31,12,2019,27,0,China,CN
1339,24/03/2020,24,3,2020,0,1,Colombia,CO
1340,23/03/2020,23,3,2020,25,1,Colombia,CO
1341,22/03/2020,22,3,2020,52,1,Colombia,CO
1342,21/03/2020,21,3,2020,30,0,Colombia,CO
1343,20/03/2020,20,3,2020,26,0,Colombia,CO
1344,19/03/2020,19,3,2020,37,0,Colombia,CO
1345,18/03/2020,18,3,2020,8,0,Colombia,CO
1346,17/03/2020,17,3,2020,12,0,Colombia,CO
1347,16/03/2020,16,3,2020,11,0,Colombia,CO
1348,15/03/2020,15,3,2020,18,0,Colombia,CO
1349,14/03/2020,14,3,2020,7,0,Colombia,CO
1350,12/03/2020,12,3,2020,6,0,Colombia,CO
1351,10/03/2020,10,3,2020,2,0,Colombia,CO
1352,07/03/2020,7,3,2020,1,0,Colombia,CO
1353,24/03/2020,24,3,2020,0,0,Congo,CG
1354,23/03/2020,23,3,2020,0,0,Congo,CG
1355,22/03/2020,22,3,2020,1,0,Congo,CG
1356,21/03/2020,21,3,2020,0,0,Congo,CG
1357,20/03/2020,20,3,2020,0,0,Congo,CG
1358,19/03/2020,19,3,2020,2,0,Congo,CG
1359,18/03/2020,18,3,2020,0,0,Congo,CG
1360,17/03/2020,17,3,2020,0,0,Congo,CG
1361,16/03/2020,16,3,2020,1,0,Congo,CG
1362,24/03/2020,24,3,2020,24,0,Costa_Rica,CR
1363,23/03/2020,23,3,2020,17,0,Costa_Rica,CR
1364,22/03/2020,22,3,2020,4,0,Costa_Rica,CR
1365,21/03/2020,21,3,2020,26,1,Costa_Rica,CR
1366,20/03/2020,20,3,2020,18,0,Costa_Rica,CR
1367,19/03/2020,19,3,2020,19,1,Costa_Rica,CR
1368,18/03/2020,18,3,2020,9,0,Costa_Rica,CR
1369,17/03/2020,17,3,2020,6,0,Costa_Rica,CR
1370,16/03/2020,16,3,2020,8,0,Costa_Rica,CR
1371,15/03/2020,15,3,2020,1,0,Costa_Rica,CR
1372,14/03/2020,14,3,2020,3,0,Costa_Rica,CR
1373,13/03/2020,13,3,2020,1,0,Costa_Rica,CR
1374,12/03/2020,12,3,2020,9,0,Costa_Rica,CR
1375,11/03/2020,11,3,2020,4,0,Costa_Rica,CR
1376,10/03/2020,10,3,2020,4,0,Costa_Rica,CR
1377,09/03/2020,9,3,2020,4,0,Costa_Rica,CR
1378,07/03/2020,7,3,2020,1,0,Costa_Rica,CR
1379,24/03/2020,24,3,2020,0,0,Cote_dIvoire,CI
1380,23/03/2020,23,3,2020,8,0,Cote_dIvoire,CI
1381,22/03/2020,22,3,2020,3,0,Cote_dIvoire,CI
1382,21/03/2020,21,3,2020,5,0,Cote_dIvoire,CI
1383,20/03/2020,20,3,2020,3,0,Cote_dIvoire,CI
1384,19/03/2020,19,3,2020,1,0,Cote_dIvoire,CI
1385,18/03/2020,18,3,2020,0,0,Cote_dIvoire,CI
1386,17/03/2020,17,3,2020,1,0,Cote_dIvoire,CI
1387,16/03/2020,16,3,2020,0,0,Cote_dIvoire,CI
1388,15/03/2020,15,3,2020,3,0,Cote_dIvoire,CI
1389,12/03/2020,12,3,2020,1,0,Cote_dIvoire,CI
1390,24/03/2020,24,3,2020,71,0,Croatia,HR
1391,23/03/2020,23,3,2020,29,0,Croatia,HR
1392,22/03/2020,22,3,2020,80,0,Croatia,HR
1393,21/03/2020,21,3,2020,22,0,Croatia,HR
1394,20/03/2020,20,3,2020,23,0,Croatia,HR
1395,19/03/2020,19,3,2020,12,0,Croatia,HR
1396,18/03/2020,18,3,2020,13,0,Croatia,HR
1397,17/03/2020,17,3,2020,8,0,Croatia,HR
1398,16/03/2020,16,3,2020,11,0,Croatia,HR
1399,15/03/2020,15,3,2020,6,0,Croatia,HR
1400,14/03/2020,14,3,2020,6,0,Croatia,HR
1401,13/03/2020,13,3,2020,9,0,Croatia,HR
1402,12/03/2020,12,3,2020,3,0,Croatia,HR
1403,11/03/2020,11,3,2020,1,0,Croatia,HR
1404,08/03/2020,8,3,2020,1,0,Croatia,HR
1405,07/03/2020,7,3,2020,1,0,Croatia,HR
1406,06/03/2020,6,3,2020,1,0,Croatia,HR
1407,04/03/2020,4,3,2020,1,0,Croatia,HR
1408,03/03/2020,3,3,2020,1,0,Croatia,HR
1409,02/03/2020,2,3,2020,2,0,Croatia,HR
1410,01/03/2020,1,3,2020,0,0,Croatia,HR
1411,29/02/2020,29,2,2020,2,0,Croatia,HR
1412,28/02/2020,28,2,2020,1,0,Croatia,HR
1413,27/02/2020,27,2,2020,1,0,Croatia,HR
1414,26/02/2020,26,2,2020,1,0,Croatia,HR
1415,25/02/2020,25,2,2020,0,0,Croatia,HR
1416,24/02/2020,24,2,2020,0,0,Croatia,HR
1417,23/02/2020,23,2,2020,0,0,Croatia,HR
1418,22/02/2020,22,2,2020,0,0,Croatia,HR
1419,21/02/2020,21,2,2020,0,0,Croatia,HR
1420,20/02/2020,20,2,2020,0,0,Croatia,HR
1421,19/02/2020,19,2,2020,0,0,Croatia,HR
1422,18/02/2020,18,2,2020,0,0,Croatia,HR
1423,17/02/2020,17,2,2020,0,0,Croatia,HR
1424,16/02/2020,16,2,2020,0,0,Croatia,HR
1425,15/02/2020,15,2,2020,0,0,Croatia,HR
1426,14/02/2020,14,2,2020,0,0,Croatia,HR
1427,13/02/2020,13,2,2020,0,0,Croatia,HR
1428,12/02/2020,12,2,2020,0,0,Croatia,HR
1429,11/02/2020,11,2,2020,0,0,Croatia,HR
1430,10/02/2020,10,2,2020,0,0,Croatia,HR
1431,09/02/2020,9,2,2020,0,0,Croatia,HR
1432,08/02/2020,8,2,2020,0,0,Croatia,HR
1433,07/02/2020,7,2,2020,0,0,Croatia,HR
1434,06/02/2020,6,2,2020,0,0,Croatia,HR
1435,05/02/2020,5,2,2020,0,0,Croatia,HR
1436,04/02/2020,4,2,2020,0,0,Croatia,HR
1437,03/02/2020,3,2,2020,0,0,Croatia,HR
1438,02/02/2020,2,2,2020,0,0,Croatia,HR
1439,01/02/2020,1,2,2020,0,0,Croatia,HR
1440,31/01/2020,31,1,2020,0,0,Croatia,HR
1441,30/01/2020,30,1,2020,0,0,Croatia,HR
1442,29/01/2020,29,1,2020,0,0,Croatia,HR
1443,28/01/2020,28,1,2020,0,0,Croatia,HR
1444,27/01/2020,27,1,2020,0,0,Croatia,HR
1445,26/01/2020,26,1,2020,0,0,Croatia,HR
1446,25/01/2020,25,1,2020,0,0,Croatia,HR
1447,24/01/2020,24,1,2020,0,0,Croatia,HR
1448,23/01/2020,23,1,2020,0,0,Croatia,HR
1449,22/01/2020,22,1,2020,0,0,Croatia,HR
1450,21/01/2020,21,1,2020,0,0,Croatia,HR
1451,20/01/2020,20,1,2020,0,0,Croatia,HR
1452,19/01/2020,19,1,2020,0,0,Croatia,HR
1453,18/01/2020,18,1,2020,0,0,Croatia,HR
1454,17/01/2020,17,1,2020,0,0,Croatia,HR
1455,16/01/2020,16,1,2020,0,0,Croatia,HR
1456,15/01/2020,15,1,2020,0,0,Croatia,HR
1457,14/01/2020,14,1,2020,0,0,Croatia,HR
1458,13/01/2020,13,1,2020,0,0,Croatia,HR
1459,12/01/2020,12,1,2020,0,0,Croatia,HR
1460,11/01/2020,11,1,2020,0,0,Croatia,HR
1461,10/01/2020,10,1,2020,0,0,Croatia,HR
1462,09/01/2020,9,1,2020,0,0,Croatia,HR
1463,08/01/2020,8,1,2020,0,0,Croatia,HR
1464,07/01/2020,7,1,2020,0,0,Croatia,HR
1465,06/01/2020,6,1,2020,0,0,Croatia,HR
1466,05/01/2020,5,1,2020,0,0,Croatia,HR
1467,04/01/2020,4,1,2020,0,0,Croatia,HR
1468,03/01/2020,3,1,2020,0,0,Croatia,HR
1469,02/01/2020,2,1,2020,0,0,Croatia,HR
1470,01/01/2020,1,1,2020,0,0,Croatia,HR
1471,31/12/2019,31,12,2019,0,0,Croatia,HR
1472,24/03/2020,24,3,2020,5,0,Cuba,CU
1473,23/03/2020,23,3,2020,10,0,Cuba,CU
1474,22/03/2020,22,3,2020,4,0,Cuba,CU
1475,21/03/2020,21,3,2020,5,0,Cuba,CU
1476,20/03/2020,20,3,2020,5,0,Cuba,CU
1477,19/03/2020,19,3,2020,4,1,Cuba,CU
1478,18/03/2020,18,3,2020,3,0,Cuba,CU
1479,15/03/2020,15,3,2020,0,0,Cuba,CU
1480,14/03/2020,14,3,2020,1,0,Cuba,CU
1481,12/03/2020,12,3,2020,3,0,Cuba,CU
1482,24/03/2020,24,3,2020,21,0,Cyprus,CY
1483,23/03/2020,23,3,2020,11,0,Cyprus,CY
1484,22/03/2020,22,3,2020,17,0,Cyprus,CY
1485,21/03/2020,21,3,2020,9,0,Cyprus,CY
1486,20/03/2020,20,3,2020,0,0,Cyprus,CY
1487,19/03/2020,19,3,2020,18,0,Cyprus,CY
1488,18/03/2020,18,3,2020,0,0,Cyprus,CY
1489,17/03/2020,17,3,2020,10,0,Cyprus,CY
1490,16/03/2020,16,3,2020,9,0,Cyprus,CY
1491,15/03/2020,15,3,2020,7,0,Cyprus,CY
1492,14/03/2020,14,3,2020,8,0,Cyprus,CY
1493,12/03/2020,12,3,2020,4,0,Cyprus,CY
1494,10/03/2020,10,3,2020,2,0,Cyprus,CY
1495,24/03/2020,24,3,2020,71,0,Czech_Republic,CZ
1496,23/03/2020,23,3,2020,170,1,Czech_Republic,CZ
1497,22/03/2020,22,3,2020,91,0,Czech_Republic,CZ
1498,21/03/2020,21,3,2020,210,0,Czech_Republic,CZ
1499,20/03/2020,20,3,2020,172,0,Czech_Republic,CZ
1500,19/03/2020,19,3,2020,88,0,Czech_Republic,CZ
1501,18/03/2020,18,3,2020,90,0,Czech_Republic,CZ
1502,17/03/2020,17,3,2020,46,0,Czech_Republic,CZ
1503,16/03/2020,16,3,2020,84,0,Czech_Republic,CZ
1504,15/03/2020,15,3,2020,64,0,Czech_Republic,CZ
1505,14/03/2020,14,3,2020,34,0,Czech_Republic,CZ
1506,13/03/2020,13,3,2020,22,0,Czech_Republic,CZ
1507,12/03/2020,12,3,2020,31,0,Czech_Republic,CZ
1508,11/03/2020,11,3,2020,23,0,Czech_Republic,CZ
1509,10/03/2020,10,3,2020,8,0,Czech_Republic,CZ
1510,09/03/2020,9,3,2020,6,0,Czech_Republic,CZ
1511,08/03/2020,8,3,2020,7,0,Czech_Republic,CZ
1512,07/03/2020,7,3,2020,7,0,Czech_Republic,CZ
1513,06/03/2020,6,3,2020,4,0,Czech_Republic,CZ
1514,05/03/2020,5,3,2020,3,0,Czech_Republic,CZ
1515,04/03/2020,4,3,2020,0,0,Czech_Republic,CZ
1516,03/03/2020,3,3,2020,2,0,Czech_Republic,CZ
1517,02/03/2020,2,3,2020,3,0,Czech_Republic,CZ
1518,01/03/2020,1,3,2020,0,0,Czech_Republic,CZ
1519,29/02/2020,29,2,2020,0,0,Czech_Republic,CZ
1520,28/02/2020,28,2,2020,0,0,Czech_Republic,CZ
1521,27/02/2020,27,2,2020,0,0,Czech_Republic,CZ
1522,26/02/2020,26,2,2020,0,0,Czech_Republic,CZ
1523,25/02/2020,25,2,2020,0,0,Czech_Republic,CZ
1524,24/02/2020,24,2,2020,0,0,Czech_Republic,CZ
1525,23/02/2020,23,2,2020,0,0,Czech_Republic,CZ
1526,22/02/2020,22,2,2020,0,0,Czech_Republic,CZ
1527,21/02/2020,21,2,2020,0,0,Czech_Republic,CZ
1528,20/02/2020,20,2,2020,0,0,Czech_Republic,CZ
1529,19/02/2020,19,2,2020,0,0,Czech_Republic,CZ
1530,18/02/2020,18,2,2020,0,0,Czech_Republic,CZ
1531,17/02/2020,17,2,2020,0,0,Czech_Republic,CZ
1532,16/02/2020,16,2,2020,0,0,Czech_Republic,CZ
1533,15/02/2020,15,2,2020,0,0,Czech_Republic,CZ
1534,14/02/2020,14,2,2020,0,0,Czech_Republic,CZ
1535,13/02/2020,13,2,2020,0,0,Czech_Republic,CZ
1536,12/02/2020,12,2,2020,0,0,Czech_Republic,CZ
1537,11/02/2020,11,2,2020,0,0,Czech_Republic,CZ
1538,10/02/2020,10,2,2020,0,0,Czech_Republic,CZ
1539,09/02/2020,9,2,2020,0,0,Czech_Republic,CZ
1540,08/02/2020,8,2,2020,0,0,Czech_Republic,CZ
1541,07/02/2020,7,2,2020,0,0,Czech_Republic,CZ
1542,06/02/2020,6,2,2020,0,0,Czech_Republic,CZ
1543,05/02/2020,5,2,2020,0,0,Czech_Republic,CZ
1544,04/02/2020,4,2,2020,0,0,Czech_Republic,CZ
1545,03/02/2020,3,2,2020,0,0,Czech_Republic,CZ
1546,02/02/2020,2,2,2020,0,0,Czech_Republic,CZ
1547,01/02/2020,1,2,2020,0,0,Czech_Republic,CZ
1548,31/01/2020,31,1,2020,0,0,Czech_Republic,CZ
1549,30/01/2020,30,1,2020,0,0,Czech_Republic,CZ
1550,29/01/2020,29,1,2020,0,0,Czech_Republic,CZ
1551,28/01/2020,28,1,2020,0,0,Czech_Republic,CZ
1552,27/01/2020,27,1,2020,0,0,Czech_Republic,CZ
1553,26/01/2020,26,1,2020,0,0,Czech_Republic,CZ
1554,25/01/2020,25,1,2020,0,0,Czech_Republic,CZ
1555,24/01/2020,24,1,2020,0,0,Czech_Republic,CZ
1556,23/01/2020,23,1,2020,0,0,Czech_Republic,CZ
1557,22/01/2020,22,1,2020,0,0,Czech_Republic,CZ
1558,21/01/2020,21,1,2020,0,0,Czech_Republic,CZ
1559,20/01/2020,20,1,2020,0,0,Czech_Republic,CZ
1560,19/01/2020,19,1,2020,0,0,Czech_Republic,CZ
1561,18/01/2020,18,1,2020,0,0,Czech_Republic,CZ
1562,17/01/2020,17,1,2020,0,0,Czech_Republic,CZ
1563,16/01/2020,16,1,2020,0,0,Czech_Republic,CZ
1564,15/01/2020,15,1,2020,0,0,Czech_Republic,CZ
1565,14/01/2020,14,1,2020,0,0,Czech_Republic,CZ
1566,13/01/2020,13,1,2020,0,0,Czech_Republic,CZ
1567,12/01/2020,12,1,2020,0,0,Czech_Republic,CZ
1568,11/01/2020,11,1,2020,0,0,Czech_Republic,CZ
1569,10/01/2020,10,1,2020,0,0,Czech_Republic,CZ
1570,09/01/2020,9,1,2020,0,0,Czech_Republic,CZ
1571,08/01/2020,8,1,2020,0,0,Czech_Republic,CZ
1572,07/01/2020,7,1,2020,0,0,Czech_Republic,CZ
1573,06/01/2020,6,1,2020,0,0,Czech_Republic,CZ
1574,05/01/2020,5,1,2020,0,0,Czech_Republic,CZ
1575,04/01/2020,4,1,2020,0,0,Czech_Republic,CZ
1576,03/01/2020,3,1,2020,0,0,Czech_Republic,CZ
1577,02/01/2020,2,1,2020,0,0,Czech_Republic,CZ
1578,01/01/2020,1,1,2020,0,0,Czech_Republic,CZ
1579,31/12/2019,31,12,2019,0,0,Czech_Republic,CZ
1580,24/03/2020,24,3,2020,0,0,Democratic_Republic_of_the_Congo,CD
1581,23/03/2020,23,3,2020,3,1,Democratic_Republic_of_the_Congo,CD
1582,22/03/2020,22,3,2020,9,1,Democratic_Republic_of_the_Congo,CD
1583,21/03/2020,21,3,2020,0,0,Democratic_Republic_of_the_Congo,CD
1584,20/03/2020,20,3,2020,0,0,Democratic_Republic_of_the_Congo,CD
1585,19/03/2020,19,3,2020,11,0,Democratic_Republic_of_the_Congo,CD
1586,18/03/2020,18,3,2020,0,0,Democratic_Republic_of_the_Congo,CD
1587,17/03/2020,17,3,2020,1,0,Democratic_Republic_of_the_Congo,CD
1588,16/03/2020,16,3,2020,0,0,Democratic_Republic_of_the_Congo,CD
1589,15/03/2020,15,3,2020,0,0,Democratic_Republic_of_the_Congo,CD
1590,14/03/2020,14,3,2020,1,0,Democratic_Republic_of_the_Congo,CD
1591,11/03/2020,11,3,2020,1,0,Democratic_Republic_of_the_Congo,CD
1592,24/03/2020,24,3,2020,65,11,Denmark,DK
1593,23/03/2020,23,3,2020,69,0,Denmark,DK
1594,22/03/2020,22,3,2020,71,4,Denmark,DK
1595,21/03/2020,21,3,2020,104,3,Denmark,DK
1596,20/03/2020,20,3,2020,36,2,Denmark,DK
1597,19/03/2020,19,3,2020,91,0,Denmark,DK
1598,18/03/2020,18,3,2020,92,3,Denmark,DK
1599,17/03/2020,17,3,2020,57,0,Denmark,DK
1600,16/03/2020,16,3,2020,48,1,Denmark,DK
1601,15/03/2020,15,3,2020,23,0,Denmark,DK
1602,14/03/2020,14,3,2020,128,0,Denmark,DK
1603,13/03/2020,13,3,2020,160,0,Denmark,DK
1604,12/03/2020,12,3,2020,252,0,Denmark,DK
1605,11/03/2020,11,3,2020,151,0,Denmark,DK
1606,10/03/2020,10,3,2020,75,0,Denmark,DK
1607,09/03/2020,9,3,2020,7,0,Denmark,DK
1608,08/03/2020,8,3,2020,8,0,Denmark,DK
1609,07/03/2020,7,3,2020,3,0,Denmark,DK
1610,06/03/2020,6,3,2020,10,0,Denmark,DK
1611,05/03/2020,5,3,2020,2,0,Denmark,DK
1612,04/03/2020,4,3,2020,3,0,Denmark,DK
1613,03/03/2020,3,3,2020,1,0,Denmark,DK
1614,02/03/2020,2,3,2020,1,0,Denmark,DK
1615,01/03/2020,1,3,2020,1,0,Denmark,DK
1616,29/02/2020,29,2,2020,1,0,Denmark,DK
1617,28/02/2020,28,2,2020,0,0,Denmark,DK
1618,27/02/2020,27,2,2020,1,0,Denmark,DK
1619,26/02/2020,26,2,2020,0,0,Denmark,DK
1620,25/02/2020,25,2,2020,0,0,Denmark,DK
1621,24/02/2020,24,2,2020,0,0,Denmark,DK
1622,23/02/2020,23,2,2020,0,0,Denmark,DK
1623,22/02/2020,22,2,2020,0,0,Denmark,DK
1624,21/02/2020,21,2,2020,0,0,Denmark,DK
1625,20/02/2020,20,2,2020,0,0,Denmark,DK
1626,19/02/2020,19,2,2020,0,0,Denmark,DK
1627,18/02/2020,18,2,2020,0,0,Denmark,DK
1628,17/02/2020,17,2,2020,0,0,Denmark,DK
1629,16/02/2020,16,2,2020,0,0,Denmark,DK
1630,15/02/2020,15,2,2020,0,0,Denmark,DK
1631,14/02/2020,14,2,2020,0,0,Denmark,DK
1632,13/02/2020,13,2,2020,0,0,Denmark,DK
1633,12/02/2020,12,2,2020,0,0,Denmark,DK
1634,11/02/2020,11,2,2020,0,0,Denmark,DK
1635,10/02/2020,10,2,2020,0,0,Denmark,DK
1636,09/02/2020,9,2,2020,0,0,Denmark,DK
1637,08/02/2020,8,2,2020,0,0,Denmark,DK
1638,07/02/2020,7,2,2020,0,0,Denmark,DK
1639,06/02/2020,6,2,2020,0,0,Denmark,DK
1640,05/02/2020,5,2,2020,0,0,Denmark,DK
1641,04/02/2020,4,2,2020,0,0,Denmark,DK
1642,03/02/2020,3,2,2020,0,0,Denmark,DK
1643,02/02/2020,2,2,2020,0,0,Denmark,DK
1644,01/02/2020,1,2,2020,0,0,Denmark,DK
1645,31/01/2020,31,1,2020,0,0,Denmark,DK
1646,30/01/2020,30,1,2020,0,0,Denmark,DK
1647,29/01/2020,29,1,2020,0,0,Denmark,DK
1648,28/01/2020,28,1,2020,0,0,Denmark,DK
1649,27/01/2020,27,1,2020,0,0,Denmark,DK
1650,26/01/2020,26,1,2020,0,0,Denmark,DK
1651,25/01/2020,25,1,2020,0,0,Denmark,DK
1652,24/01/2020,24,1,2020,0,0,Denmark,DK
1653,23/01/2020,23,1,2020,0,0,Denmark,DK
1654,22/01/2020,22,1,2020,0,0,Denmark,DK
1655,21/01/2020,21,1,2020,0,0,Denmark,DK
1656,20/01/2020,20,1,2020,0,0,Denmark,DK
1657,19/01/2020,19,1,2020,0,0,Denmark,DK
1658,18/01/2020,18,1,2020,0,0,Denmark,DK
1659,17/01/2020,17,1,2020,0,0,Denmark,DK
1660,16/01/2020,16,1,2020,0,0,Denmark,DK
1661,15/01/2020,15,1,2020,0,0,Denmark,DK
1662,14/01/2020,14,1,2020,0,0,Denmark,DK
1663,13/01/2020,13,1,2020,0,0,Denmark,DK
1664,12/01/2020,12,1,2020,0,0,Denmark,DK
1665,11/01/2020,11,1,2020,0,0,Denmark,DK
1666,10/01/2020,10,1,2020,0,0,Denmark,DK
1667,09/01/2020,9,1,2020,0,0,Denmark,DK
1668,08/01/2020,8,1,2020,0,0,Denmark,DK
1669,07/01/2020,7,1,2020,0,0,Denmark,DK
1670,06/01/2020,6,1,2020,0,0,Denmark,DK
1671,05/01/2020,5,1,2020,0,0,Denmark,DK
1672,04/01/2020,4,1,2020,0,0,Denmark,DK
1673,03/01/2020,3,1,2020,0,0,Denmark,DK
1674,02/01/2020,2,1,2020,0,0,Denmark,DK
1675,01/01/2020,1,1,2020,0,0,Denmark,DK
1676,31/12/2019,31,12,2019,0,0,Denmark,DK
1677,24/03/2020,24,3,2020,2,0,Djibouti,DJ
1678,23/03/2020,23,3,2020,0,0,Djibouti,DJ
1679,22/03/2020,22,3,2020,0,0,Djibouti,DJ
1680,21/03/2020,21,3,2020,0,0,Djibouti,DJ
1681,20/03/2020,20,3,2020,0,0,Djibouti,DJ
1682,19/03/2020,19,3,2020,1,0,Djibouti,DJ
1683,24/03/2020,24,3,2020,0,0,Dominica,DM
1684,23/03/2020,23,3,2020,1,0,Dominica,DM
1685,24/03/2020,24,3,2020,43,0,Dominican_Republic,DO
1686,23/03/2020,23,3,2020,90,0,Dominican_Republic,DO
1687,22/03/2020,22,3,2020,78,1,Dominican_Republic,DO
1688,21/03/2020,21,3,2020,13,2,Dominican_Republic,DO
1689,20/03/2020,20,3,2020,0,0,Dominican_Republic,DO
1690,19/03/2020,19,3,2020,10,0,Dominican_Republic,DO
1691,18/03/2020,18,3,2020,0,0,Dominican_Republic,DO
1692,17/03/2020,17,3,2020,0,0,Dominican_Republic,DO
1693,16/03/2020,16,3,2020,0,0,Dominican_Republic,DO
1694,15/03/2020,15,3,2020,0,0,Dominican_Republic,DO
1695,14/03/2020,14,3,2020,6,0,Dominican_Republic,DO
1696,10/03/2020,10,3,2020,3,0,Dominican_Republic,DO
1697,07/03/2020,7,3,2020,1,0,Dominican_Republic,DO
1698,02/03/2020,2,3,2020,1,0,Dominican_Republic,DO
1699,01/03/2020,1,3,2020,0,0,Dominican_Republic,DO
1700,29/02/2020,29,2,2020,0,0,Dominican_Republic,DO
1701,28/02/2020,28,2,2020,0,0,Dominican_Republic,DO
1702,27/02/2020,27,2,2020,0,0,Dominican_Republic,DO
1703,26/02/2020,26,2,2020,0,0,Dominican_Republic,DO
1704,25/02/2020,25,2,2020,0,0,Dominican_Republic,DO
1705,24/02/2020,24,2,2020,0,0,Dominican_Republic,DO
1706,23/02/2020,23,2,2020,0,0,Dominican_Republic,DO
1707,22/02/2020,22,2,2020,0,0,Dominican_Republic,DO
1708,21/02/2020,21,2,2020,0,0,Dominican_Republic,DO
1709,20/02/2020,20,2,2020,0,0,Dominican_Republic,DO
1710,19/02/2020,19,2,2020,0,0,Dominican_Republic,DO
1711,18/02/2020,18,2,2020,0,0,Dominican_Republic,DO
1712,17/02/2020,17,2,2020,0,0,Dominican_Republic,DO
1713,16/02/2020,16,2,2020,0,0,Dominican_Republic,DO
1714,15/02/2020,15,2,2020,0,0,Dominican_Republic,DO
1715,14/02/2020,14,2,2020,0,0,Dominican_Republic,DO
1716,13/02/2020,13,2,2020,0,0,Dominican_Republic,DO
1717,12/02/2020,12,2,2020,0,0,Dominican_Republic,DO
1718,11/02/2020,11,2,2020,0,0,Dominican_Republic,DO
1719,10/02/2020,10,2,2020,0,0,Dominican_Republic,DO
1720,09/02/2020,9,2,2020,0,0,Dominican_Republic,DO
1721,08/02/2020,8,2,2020,0,0,Dominican_Republic,DO
1722,07/02/2020,7,2,2020,0,0,Dominican_Republic,DO
1723,06/02/2020,6,2,2020,0,0,Dominican_Republic,DO
1724,05/02/2020,5,2,2020,0,0,Dominican_Republic,DO
1725,04/02/2020,4,2,2020,0,0,Dominican_Republic,DO
1726,03/02/2020,3,2,2020,0,0,Dominican_Republic,DO
1727,02/02/2020,2,2,2020,0,0,Dominican_Republic,DO
1728,01/02/2020,1,2,2020,0,0,Dominican_Republic,DO
1729,31/01/2020,31,1,2020,0,0,Dominican_Republic,DO
1730,30/01/2020,30,1,2020,0,0,Dominican_Republic,DO
1731,29/01/2020,29,1,2020,0,0,Dominican_Republic,DO
1732,28/01/2020,28,1,2020,0,0,Dominican_Republic,DO
1733,27/01/2020,27,1,2020,0,0,Dominican_Republic,DO
1734,26/01/2020,26,1,2020,0,0,Dominican_Republic,DO
1735,25/01/2020,25,1,2020,0,0,Dominican_Republic,DO
1736,24/01/2020,24,1,2020,0,0,Dominican_Republic,DO
1737,23/01/2020,23,1,2020,0,0,Dominican_Republic,DO
1738,22/01/2020,22,1,2020,0,0,Dominican_Republic,DO
1739,21/01/2020,21,1,2020,0,0,Dominican_Republic,DO
1740,20/01/2020,20,1,2020,0,0,Dominican_Republic,DO
